word,remark_manual,remark_auto,definition_source_1,definition_source_2,definition_source_3,food_example,unnamed: 6,merged_text,tfidf_cluster,remark_auto_aligned,alignment_score,Word,foodbert_cluster,foodbert_umap_x,foodbert_umap_y,cookbert_cluster,cookbert_umap_x,cookbert_umap_y
splutter,sound,cooking sound,make popping sounds while cooking,spit or sputter when heated,cook noisily due to moisture or fat,oil splutters when onions are added,,cooking sound make popping sounds while cooking spit or sputter when heated cook noisily due to moisture or fat,5,sound,0.7972674568707612,splutter,15,3.406143,2.44511,26,13.017018,5.459098
pressure,shape change,shape change,cook using steam pressure,apply force,use pressure cooking method,pressure cook beans,,shape change cook using steam pressure apply force use pressure cooking method,5,shape change,1.0,pressure,19,2.7260134,3.2957833,26,13.6030245,5.1576457
smoking,flavoring,flavoring food hot,giving off smoke,very hot cooking state,used for flavoring food,smoking pan before searing,,flavoring food hot giving off smoke very hot cooking state used for flavoring food,5,flavoring,1.0,smoking,15,3.8150651,2.3170116,26,12.778276,5.388665
crockpot,pressure cooking,pressure cooking,slow cooker appliance,electric pot for long cooking,low-heat cooking device,stew cooks in crockpot,,pressure cooking slow cooker appliance electric pot for long cooking low-heat cooking device,5,pressure cooking,1.0,crockpot,1,2.4869816,3.0782433,26,13.696863,5.997678
charred,more cooking,burning surface heat,burned on surface,blackened by heat,smoky flavor result,charred peppers,,burning surface heat burned on surface blackened by heat smoky flavor result,5,heat plus cool item,0.3873092001071206,charred,15,3.7607067,2.6716464,26,12.890369,5.394637
griddle,utensils,cooking item,flat cooking surface,metal plate for frying,used for pancakes,bake on a griddle,,cooking item flat cooking surface metal plate for frying used for pancakes,5,item,0.7331713064113278,griddle,1,3.0032148,2.3212342,26,13.371022,6.164421
barbecue,more cooking,open heat cooking,cook over open flame,grill or smoke food,outdoor cooking method,barbecue ribs,,open heat cooking cook over open flame grill or smoke food outdoor cooking method,5,heat plus cool item,0.3087890209920528,barbecue,15,2.6070647,3.0171278,26,13.708953,5.832231
scorching,more cooking,high heat cooking,extremely hot,burning surface heat,risk of burning food,scorching pan heat,,high heat cooking extremely hot burning surface heat risk of burning food,5,heat plus cool item,0.3087890209920528,scorching,15,3.1381662,2.9053473,26,13.435177,5.5757113
freezing,cooling,cooling item,preserve by cold,turn liquid solid,store at very low temperature,freezing berries,,cooling item preserve by cold turn liquid solid store at very low temperature,5,cooling,0.7746836041079114,freezing,15,3.6978636,5.0186443,26,13.241857,4.400092
parboil,water cooking,cooking in water,boil briefly,partially cook in water,pre-cook ingredient,parboil potatoes,,cooking in water boil briefly partially cook in water pre-cook ingredient,5,water cooking,0.7439597134122227,parboil,15,2.2913408,3.0447774,26,13.967433,5.671639
preheat,light cooking,preheat,heat beforehand,warm oven before cooking,prepare correct temperature,preheat oven to 180°c,,preheat heat beforehand warm oven before cooking prepare correct temperature,5,sound,0.0,preheat,15,3.1908126,3.687042,26,13.883702,5.051385
blanch,heat plus cool item,heat plus cool item,boil briefly then cool,scald vegetables quickly,prepare for freezing,blanch spinach,,heat plus cool item boil briefly then cool scald vegetables quickly prepare for freezing,3,heat plus cool item,1.0,blanch,15,3.1760607,3.7550864,26,13.848717,4.9253902
broil,more cooking,high heat cooking,cook with intense top heat,use overhead heat,brown food quickly,broil fish fillets,,high heat cooking cook with intense top heat use overhead heat brown food quickly,5,heat plus cool item,0.3087890209920528,broil,15,2.773779,2.9429572,26,13.595447,5.523792
sizzle,sound,sound,make hissing sound,cook with hot fat,quick high-heat sound,steak sizzles in pan,,sound make hissing sound cook with hot fat quick high-heat sound,5,sound,1.0,sizzle,15,2.981264,2.4978983,26,13.613991,5.7135286
braise,light cooking,slow heat,cook slowly with liquid,moist-heat cooking method,low and slow cooking,braise beef,,slow heat cook slowly with liquid moist-heat cooking method low and slow cooking,5,heat plus cool item,0.3873092001071206,braise,15,2.3174508,2.914702,26,13.943222,5.372551
bake,more cooking,heating,cook with dry heat,use oven heat,even cooking method,bake bread,,heating cook with dry heat use oven heat even cooking method,5,sound,0.0,bake,15,2.6434505,3.134235,26,13.63703,5.3275456
poach,water cooking,cook in water,cook gently in liquid,low-temperature simmering,moist cooking method,poach eggs,,cook in water cook gently in liquid low-temperature simmering moist cooking method,5,water cooking,0.5454499149998363,poach,15,2.224785,3.1335843,26,13.926505,5.7237024
burn,more cooking,high heat cooking,overheat food,blacken unintentionally,cause scorching,burn sugar quickly,,high heat cooking overheat food blacken unintentionally cause scorching,5,heat plus cool item,0.3087890209920528,burn,15,3.2711744,2.7836854,26,13.06431,5.507716
reheat,light cooking,low heating,heat again,warm cooked food,restore serving temperature,reheat leftovers,,low heating heat again warm cooked food restore serving temperature,5,sound,0.0,reheat,15,2.9966505,3.8673437,26,13.5197315,4.9779797
simmer,light cooking,low heating,cook just below boiling,heat gently,maintain slow bubbles,simmer soup,,low heating cook just below boiling heat gently maintain slow bubbles,5,sound,0.0,simmer,15,2.9080925,3.8997047,26,13.4370985,4.9094076
saute,more cooking,high heat cooking,cook quickly in small fat,high-heat frying,shallow pan cooking,saute onions,,high heat cooking cook quickly in small fat high-heat frying shallow pan cooking,5,heat plus cool item,0.3087890209920528,saute,15,2.4973114,2.7618616,26,13.805623,5.9177213
chill,cooling,cool item,cool in refrigerator,lower temperature,prepare for serving,chill dough before baking,,cool item cool in refrigerator lower temperature prepare for serving,3,heat plus cool item,0.6324289162028641,chill,15,3.2362952,4.4242716,26,13.470624,4.403194
scald,light cooking,low heating,heat liquid almost to boiling,hot but not boiling,prepare for pasteurization,scald milk,,low heating heat liquid almost to boiling hot but not boiling prepare for pasteurization,5,sound,0.0,scald,15,2.9213948,3.4964206,26,13.312991,5.139952
steam,water cooking,water cooking,cook with steam,use vapor to cook,moist-heat method,steam vegetables,,water cooking cook with steam use vapor to cook moist-heat method,5,water cooking,1.0000000000000002,steam,15,2.4552972,3.0880015,26,13.998521,5.5212097
roast,more cooking,high heat cooking,cook with dry heat in oven,bake meat or vegetables,slow even cooking,roaѕt chicken,,high heat cooking cook with dry heat in oven bake meat or vegetables slow even cooking,5,heat plus cool item,0.3087890209920528,roast,15,2.6726298,2.6739204,26,13.578401,5.6549063
boil,water cooking,water cooking,cook in rapidly bubbling liquid,heat water until rolling boil,high-temperature cooking,boil pasta,,water cooking cook in rapidly bubbling liquid heat water until rolling boil high-temperature cooking,5,water cooking,1.0000000000000002,boil,15,2.0955045,2.8590183,26,14.084727,5.4873986
